"title,console"
"NCAA March Madness 2001","psx"
"Gex","psx"
"WCW vs. The World","psx"
"Smurf Racer!","psx"
"Suikoden II","psx"
"Destruction Derby 2","psx"
"NBA In the Zone '98","psx"
"Tall Infinity - The Tower of Wisdom","psx"
"All-Star Racing 2","psx"
"Quaddle Family Mysteries, The 2 - The Case of the Scarce Scarab - Garden","psx"
"Global Domination","psx"
"Nicktoons Racing","psx"
"Vigilante 8 - Second Offense","psx"
"Peak Performance","psx"
"Robo Pit 2","psx"
"Tecmo's Deception - Invitation to Darkness","psx"
"NFL Xtreme 2","psx"
"NFL Gameday 2004","psx"
"Dance Dance Revolution - Konamix","psx"
"Monkey Magic","psx"
"Cubix Robots for Everyone - Race'n Robots","psx"
"Mortal Kombat - Special Forces","psx"
"Toca - Touring Car Challenge 2","psx"
"Snowboarding","psx"
"Chessmaster 3D","psx"
"Barbie - Super Sports","psx"
"Primal Rage","psx"
"Threads of Fate","psx"
"Game of Life, The","psx"
"Vanark","psx"
"Colin McRae Rally 2.0","psx"
"Pac-Man World 20th Anniversary","psx"
"Resident Evil - Survivor","psx"
"NBA In the Zone 2000","psx"
"Rise of Robots 2 - Resurrection","psx"
"NFL GameDay 97","psx"
"Chessmaster II","psx"
"Persona 2 - Eternal Punishment","psx"
"Fade to Black","psx"
"RC Revenge","psx"
"Raiden Project, The","psx"
"Bugs Bunny & Taz - Time Busters","psx"
"Dead in the Water","psx"
"Countdown Vampires","psx"
"Black Dawn","psx"
"T.R.A.G. - Tactical Rescue Assault Group","psx"
"Tecmo Stackers","psx"
"Backyard Soccer","psx"
"Rayman Brain Games","psx"
"Spawn - The Eternal","psx"
"WWF In Your House","psx"
"X-Files, The","psx"
"Str.at.e.s. 8 - Riddle Wrangler!","psx"
"Viva Soccer","psx"
"Toca Championship Racing","psx"
"Army Men - World War","psx"
"X-Men vs. Street Fighter","psx"
"Atari Anniversary Edition Redux","psx"
"Small Soldiers","psx"
"Kartia - The Word of Fate","psx"
"Brunswick Circuit Pro Bowling 2","psx"
"Parasite Eve II","psx"
"Epidemic","psx"
"Soul of the Samurai","psx"
"Razor Racing","psx"
"Shadow Man","psx"
"Valkyrie Profile","psx"
"Centipede","psx"
"NFL Blitz 2001","psx"
"Arc the Lad Collection - Arc the Lad II","psx"
"Surf Riders","psx"
"Monster Rancher Hop-a-Bout","psx"
"Divide, The - Enemies Within","psx"
"Disney's 102 Dalmatians - Puppies to the Rescue","psx"
"Slam 'n Jam '96","psx"
"Crypt Killer","psx"
"Casper - Friends Around the World","psx"
"Bratz - Dress Up, Get Down and Be a Bratz Superstar!","psx"
"Frogger","psx"
"Rogue Trip - Vacation 2012","psx"
"Final Fantasy VIII","psx"
"Disney's Winnie the Pooh - Kindergarten","psx"
"NBA Live 2001","psx"
"Re-Volt - Racing out of Control","psx"
"Jeopardy! - 2nd Edition","psx"
"Spider-Man 2 - Enter - Electro","psx"
"Ballerburg - Castle Chaos","psx"
"Rollcage - Stage II","psx"
"Pandemonium!","psx"
"Pandemonium! 2","psx"
"Moto Racer","psx"
"Nectaris - Military Madness","psx"
"NASCAR '98","psx"
"Disney's Goofy's Fun House","psx"
"MTV Sports - Pure Ride","psx"
"You Don't Know Jack","psx"
"Running Wild","psx"
"Easter Bunny's Big Day","psx"
"Arcade's Greatest Hits - The Atari Collection 1","psx"
"Sol Divide","psx"
"Worms World Party","psx"
"Mortal Kombat 4","psx"
"Darkstalkers - The Night Warriors","psx"
"VR Baseball '97","psx"
"Madden NFL 2003","psx"
"Sentinel Returns","psx"
"Mega Man X4","psx"
"Secret of Googol, The 1a - Reshaping Googol - The Submarine","psx"
"Scrabble","psx"
"Pinobee","psx"
"NHL Faceoff '99","psx"
"SuperCross Circuit","psx"
"Faire Games - Language Arts","psx"
"Eliminator","psx"
"Um Jammer Lammy","psx"
"Criticom","psx"
"Master of Monsters - Disciples of Gaia","psx"
"Triple Play 2000","psx"
"NBA ShootOut","psx"
"Space Hulk - Vengeance of the Blood Angels","psx"
"NHL Open Ice","psx"
"Polaris SnoCross","psx"
"Smurfs, The","psx"
"JumpStart - Wildlife Safari","psx"
"NASCAR 2000","psx"
"Blazing Dragons","psx"
"Gran Turismo 2","psx"
"Activision Classics","psx"
"Championship Surfer","psx"
"Jimmy White's 2 - Cueball","psx"
"Air Combat","psx"
"PlayStation Demo Disc - Shock Your System!","psx"
"Gallop Racer","psx"
"NASCAR Rumble","psx"
"Perfect Weapon","psx"
"Creative Isle","psx"
"Test Drive 4","psx"
"Incredible Crisis","psx"
"Adventure of Phix","psx"
"K9.5 4 - The Tail-Wag Tour","psx"
"Ogre Battle - Ep.5 - The March of the Black Queen","psx"
"WWF WrestleMania - The Arcade Game","psx"
"Formula 1 Championship Edition","psx"
"WWF Smackdown!","psx"
"Vegas Games 2000","psx"
"Alone in the Dark - One-Eyed Jack's Revenge","psx"
"Forsaken","psx"
"Final Fantasy VII","psx"
"Ridge Racer Revolution","psx"
"Ford Truck Mania","psx"
"Bio F.R.E.A.K.S.","psx"
"Dukes of Hazzard II, The - Daisy Dukes It Out","psx"
"Thunderstrike 2","psx"
"Marble Master","psx"
"Omega Boost","psx"
"Frogger 2 - Swampy's Revenge","psx"
"Novastorm","psx"
"Hooters Road Trip","psx"
"Attack of the Saucerman","psx"
"Doom","psx"
"WarCraft II - The Dark Saga","psx"
"Triple Play Baseball","psx"
"Street Fighter EX Plus Alpha","psx"
"Tunnel B1","psx"
"BallBlazer Champions","psx"
"Dead or Alive","psx"
"Hi-Octane - The Track Fights Back","psx"
"Disruptor","psx"
"War Games - Defcon 1","psx"
"Dracula - The Resurrection","psx"
"Project - Horned Owl","psx"
"Namco Museum Vol.4","psx"
"Wing Commander IV - The Price of Freedom","psx"
"Ace Combat 3 - Electrosphere","psx"
"NHL 2000","psx"
"Ready 2 Rumble Boxing","psx"
"NFL Xtreme","psx"
"XS Moto","psx"
"NFL Quarterback Club '97","psx"
"Str.at.e.s. 2 - Matchamania!","psx"
"Starwinder - The Ultimate Space Race","psx"
"Agile Warrior F-111X","psx"
"Formula 1 2000","psx"
"Ms. Pac-Man - Maze Madness","psx"
"WCW Backstage Assault","psx"
"Silent Hill","psx"
"BassRise Fishing","psx"
"Blood Omen - Legacy of Kain","psx"
"Independence Day","psx"
"Crossroad Crisis","psx"
"NCAA Final Four 2000","psx"
"I.Q - Intelligent Qube","psx"
"Arc the Lad Collection - Arc Arena - Monster Tournament","psx"
"Cool Boarders 2001","psx"
"Shadow Madness","psx"
"Andretti Racing","psx"
"Mars Moose Cosmic Quest 1 - City Sights","psx"
"Missile Command","psx"
"Konami Arcade Classics","psx"
"True Pinball","psx"
"P.K.'s Place 2 - Hoopo at Sea","psx"
"Auto Destruct","psx"
"Crash Bandicoot 2 - Cortex Strikes Back","psx"
"Armored Core - Master of Arena","psx"
"Big Strike Bowling","psx"
"NBA Live 99","psx"
"K9.5 2 - We Are the Dogs!","psx"
"Tiny Toons Adventures - The Great Beanstalk","psx"
"Wild Thornberrys, The - Animal Adventures","psx"
"Dragon Tales - Dragonseek","psx"
"Kingsley's Adventure","psx"
"Turbo Prop Racing","psx"
"Magic Carpet","psx"
"Power Rangers Zeo - Full Tilt Battle Pinball","psx"
"Parasite Eve","psx"
"SuperCross 2001","psx"
"NCAA Gamebreaker '99","psx"
"Mary-Kate and Ashley - Magical Mystery Mall","psx"
"Final Round, The","psx"
"Eggs of Steel - Charlie's Eggcellent Adventure","psx"
"Blaster Master - Blasting Again","psx"
"Rocket Power - Team Rocket Rescue","psx"
"Digimon World 3","psx"
"Gundam Battle Assault 2","psx"
"Xenogears","psx"
"Wheel of Fortune","psx"
"Dave Mirra Freestyle BMX","psx"
"Dino Crisis","psx"
"Spyro - Year of the Dragon","psx"
"Monster Bass","psx"
"Who Wants to Be a Millionaire - 2nd Edition","psx"
"Liquid Books Adventure 1 - Lety's Favorite Stories","psx"
"Namco Museum Vol.5","psx"
"Hot Shots Golf","psx"
"Squaresoft on PlayStation 2000 Collector's CD Vol. 3","psx"
"Star Wars - Rebel Assault II - The Hidden Empire","psx"
"Critical Depth","psx"
"Off-World Interceptor Extreme","psx"
"X-Men - Mutant Academy","psx"
"Ridge Racer Type 4","psx"
"Brahma Force - The Assault on Beltlogger 9","psx"
"ISS Soccer Pro '98","psx"
"Zero Divide","psx"
"Street Fighter Collection 2","psx"
"Beyond the Beyond","psx"
"16 Tales 2","psx"
"Madden NFL '97","psx"
"Cat in the Hat, The","psx"
"Blast Radius","psx"
"XS Airboat Racing","psx"
"Ducati World - Racing Challenge","psx"
"Alien Resurrection","psx"
"Broken Sword 2 - The Smoking Mirror","psx"
"Who Wants to Be a Millionaire - 3rd Edition","psx"
"Ace Combat 2","psx"
"Die Hard Trilogy","psx"
"XS Junior League Football","psx"
"Bubsy 3D - Furbitten Planet","psx"
"Math on the Move! - Addition & Subtraction - Advanced","psx"
"Disney-Pixar's Monsters, Inc. - Scream Team","psx"
"NFL GameDay 2002","psx"
"Knockout Kings","psx"
"Extreme Go-Kart Racing","psx"
"2Xtreme","psx"
"Parappa the Rapper","psx"
"Tomb Raider II - Starring Lara Croft","psx"
"NFL GameDay","psx"
"Warpath - Jurassic Park","psx"
"Family Game Pack","psx"
"Resident Evil","psx"
"NASCAR Thunder 2004","psx"
"King of Fighters '95","psx"
"K-1 Revenge","psx"
"FIFA 2000 - Major League Soccer","psx"
"Arc the Lad Collection - Arc the Lad III","psx"
"Jumping Flash! 2 - Big Trouble in Little Muu","psx"
"Bust-A-Move '99","psx"
"Chrono Cross","psx"
"Board Game - Top Shop","psx"
"Johnny Bazookatone","psx"
"Rising Zan - Samurai Gunman","psx"
"Koudelka","psx"
"Street Sk8er","psx"
"Arcade's Greatest Hits - The Midway Collection 2","psx"
"Need for Speed III - Hot Pursuit","psx"
"Pool Hustler","psx"
"Simpsons Wrestling","psx"
"Time Crisis","psx"
"Math on the Move! - Multiplication & Division - Intermediate","psx"
"NHL 2001","psx"
"Knockout Kings 2000","psx"
"Command & Conquer - Red Alert","psx"
"Excalibur 2555 A.D.","psx"
"Italian Job, The","psx"
"C - The Contra Adventure","psx"
"Harry Potter and the Chamber of Secrets","psx"
"Grudge Warriors","psx"
"Echo Night","psx"
"Woody Woodpecker Racing","psx"
"Disney's Peter Pan in Return to Neverland","psx"
"Shockwave Assault","psx"
"Hexen - Beyond Heretic","psx"
"NBA ShootOut 2003","psx"
"Tales of Destiny II","psx"
"G-Police","psx"
"MTV Sports - Snowboarding","psx"
"Rugrats in Paris - The Movie","psx"
"Jeremy McGrath SuperCross '98","psx"
"Air Hockey","psx"
"G-Darius","psx"
"F1 2000","psx"
"Rayman 2 - The Great Escape","psx"
"NFL Blitz 2000","psx"
"Urban Chaos","psx"
"Bloody Roar 2","psx"
"Nightmare Creatures","psx"
"Resident Evil 2","psx"
"Carnage Heart","psx"
"SpongeBob SquarePants - SuperSponge","psx"
"Quake II","psx"
"Swagman","psx"
"Wu-Tang - Shaolin Style","psx"
"WCW Nitro","psx"
"Croc - Legend of the Gobbos","psx"
"Superstar Dance Club","psx"
"Test Drive 5","psx"
"Batman & Robin","psx"
"Strider","psx"
"Tennis Arena","psx"
"WCW Mayhem","psx"
"Motocross Mania","psx"
"Big League Slugger Baseball","psx"
"King's Field II","psx"
"Test Drive Le Mans","psx"
"Tail of the Sun - Wild, Pure, Simple Life","psx"
"Hello Kitty - Cube Frenzy","psx"
"Silverload","psx"
"Family Feud","psx"
"Fantastic Four","psx"
"Rampage 2 - Universal Tour","psx"
"Dukes of Hazzard, The - Racing for Home","psx"
"Spot Goes to Hollywood","psx"
"Broken Helix","psx"
"NFL Gameday 2003","psx"
"R-Type Delta","psx"
"Discworld","psx"
"Jarrett & Labonte Stock Car Racing","psx"
"Road Rash 3D","psx"
"Warriors of Might and Magic","psx"
"Mars Moose Adventure - Walkabout 1 - The Natural History Museum","psx"
"Thunder Truck Rally","psx"
"Shrek Treasure Hunt","psx"
"Time Commando","psx"
"Blade","psx"
"Norse by Norsewest - Return of the Lost Vikings","psx"
"Riven - The Sequel to Myst","psx"
"X-Men - Children of the Atom","psx"
"Diablo","psx"
"Secret of Googol, The 2b - Reshaping Googol - Under the Ocean","psx"
"Castlevania - Symphony of the Night","psx"
"Wild Arms - 2nd Ignition","psx"
"David Beckham Soccer","psx"
"Secret of Googol, The 2a - Reshaping Googol - The Castle","psx"
"X-Bladez - Inline Skater","psx"
"Spider-Man","psx"
"Intellivision Classics","psx"
"Quaddle Family Mysteries, The 3 - The Case of the Scarce Scarab - Parlor - Family Room","psx"
"Crash Bandicoot - Warped","psx"
"Need for Speed, The - Road & Track Presents","psx"
"Mike Tyson Boxing","psx"
"NBA In the Zone '99","psx"
"Cool Boarders 3","psx"
"O.D.T. - Escape...or Die Trying","psx"
"Triple Play '99","psx"
"40 Winks","psx"
"High Heat - Major League Baseball 2002","psx"
"Bushido Blade 2","psx"
"RayStorm","psx"
"Tom Clancy's Rainbow Six - Lone Wolf","psx"
"Tom Clancy's Rainbow Six - Rogue Spear","psx"
"Motocross Mania 2","psx"
"D","psx"
"NCAA Football 99","psx"
"PoyPoy","psx"
"Assault Rigs","psx"
"Bomberman World","psx"
"Pajama Sam - You Are What You Eat from Your Head to Your Feet","psx"
"Str.at.e.s. 6 - Analogy-ology!","psx"
"Alundra 2 - A New Legend Begins","psx"
"NBA Live 2003","psx"
"Gekido - Urban Fighters","psx"
"Write Away 7","psx"
"Final Fantasy Tactics","psx"
"VIP","psx"
"FIFA 2002","psx"
"Twisted Metal III","psx"
"Suikoden","psx"
"NHL Face Off","psx"
"Pro Pinball - Fantastic Journey","psx"
"Civilization II","psx"
"Battle Arena Toshinden 2","psx"
"Monster Rancher 2","psx"
"Saiyuki - Journey West","psx"
"Legacy of Kain - Soul Reaver","psx"
"Martian Gothic - Unification","psx"
"Devil Dice","psx"
"JoJo's Bizarre Adventure","psx"
"Championship Motocross - featuring Ricky Carmichael","psx"
"Tennis","psx"
"Robo-Pit","psx"
"Star Wars - Episode I - The Phantom Menace","psx"
"Burning Road","psx"
"Judge Dredd","psx"
"Hoshigami - Running Blue Earth","psx"
"Bravo Air Race","psx"
"Math on the Move! - Multiplication & Division - Advanced","psx"
"All-Star Baseball","psx"
"Star Trek - Invasion","psx"
"WipEout 3","psx"
"Breath of Fire IV","psx"
"Calamity 3 - Around the World","psx"
"Sno-Cross Championship Racing","psx"
"X-Men - Mutant Academy 2","psx"
"Robotron X","psx"
"Digimon - Digital Card Battle","psx"
"Aces of the Air","psx"
"Spider - The Video Game","psx"
"Grandia","psx"
"K9.5 1 - Live in Airedale","psx"
"Monaco Grand Prix","psx"
"Maximum Force","psx"
"Courier Crisis","psx"
"Team Losi RC Racer","psx"
"Mission - Impossible","psx"
"Sports Car Supreme GT","psx"
"Lunar - Silver Star Story Complete","psx"
"Bear in the Big Blue House","psx"
"NASCAR '99 Legacy","psx"
"P.K.'s Place 4 - Daphne and the Seventh Wonder","psx"
"Tiny Toon Adventures - Plucky's Big Adventure","psx"
"Spyro 2 - Ripto's Rage","psx"
"NFL GameDay 99","psx"
"Evil Zone","psx"
"Math on the Move! - Addition & Subtraction - Intermediate","psx"
"Cosmic Cookoff - Mathematics","psx"
"Buster Bros. Collection","psx"
"ESPN X-Games Pro Boarder","psx"
"Alundra","psx"
"Circuit Breakers","psx"
"F1 World Grand Prix","psx"
"Galaga - Destination Earth","psx"
"Timeless Math 4 - Lunar Base","psx"
"Torneko - The Last Hope - World of Dragon Warrior","psx"
"Powerpuff Girls, The - Chemical X-Traction","psx"
"Beast Wars - Transformers","psx"
"Street Sk8er 2","psx"
"Rampage - World Tour","psx"
"Bowling","psx"
"Oddworld - Abe's Exoddus","psx"
"Gekioh - Shooting King","psx"
"Shadow Master","psx"
"SimCity 2000","psx"
"Alone in the Dark - The New Nightmare","psx"
"Secret of Googol, The 3 - The Googol Counting Fair - Midways","psx"
"Ultimate 8 Ball","psx"
"Baldies","psx"
"SaGa Frontier","psx"
"Hogs of War","psx"
"Eternal Eyes","psx"
"Bust-A-Move 4","psx"
"Road Rash","psx"
"Pro Pinball - Big Race USA","psx"
"ESPN Extreme Games","psx"
"Tobal No.1","psx"
"NASCAR Heat","psx"
"XS Junior League Soccer","psx"
"Arcade Party Pack","psx"
"007 Racing","psx"
"Dragon Valor","psx"
"Xevious 3D-G+","psx"
"Mortal Kombat Trilogy","psx"
"Soul Blade","psx"
"Cool Boarders - Extreme Snowboarding","psx"
"Street Racquetball","psx"
"Dynasty Warriors","psx"
"NBA Live 2000","psx"
"Twisted Metal","psx"
"Need for Speed II","psx"
"Jeopardy!","psx"
"Crime Killer","psx"
"Arthur! Ready to Race","psx"
"Mr. Driller 2","gba"
"Astro Boy - Omega Factor","gba"
"Spirit - Stallion of the Cimarron - Search for Homeland","gba"
"Razor Freestyle Scooter","gba"
"3 Game Pack! - Mouse Trap + Simon + Operation","gba"
"Iridion II","gba"
"Freekstyle","gba"
"Looney Tunes Double Pack","gba"
"Yggdra Union - We'll Never Fight Alone","gba"
"Dogz","gba"
"Teen Titans 2","gba"
"Turok Evolution","gba"
"Super Ghouls'n Ghosts","gba"
"Berenstain Bears and the Spooky Old Tree, The","gba"
"2 Games in 1 - Dragon Ball Z - The Legacy of Goku I & II","gba"
"2 Games in 1 - Golden Nugget Casino + Texas Hold 'em Poker","gba"
"Pokemon Pinball - Ruby & Sapphire","gba"
"Majesco's Rec Room Challenge","gba"
"Game Boy Advance Video - Shark Tale","gba"
"Fantastic 4 - Flame On","gba"
"Inspector Gadget - Advance Mission","gba"
"Yu-Gi-Oh! - The Sacred Cards","gba"
"Fire Emblem","gba"
"X2 - Wolverine's Revenge","gba"
"Mario vs. Donkey Kong","gba"
"3 Game Pack! - Ker Plunk! + Toss Across + Tip It","gba"
"Earthworm Jim 2","gba"
"Medal of Honor - Infiltrator","gba"
"Columns Crown","gba"
"Archer Maclean's 3D Pool","gba"
"Dr. Seuss' - The Cat in the Hat","gba"
"Kong - The 8th Wonder of the World","gba"
"Kim Possible 2 - Drakken's Demise","gba"
"Crazy Chase","gba"
"XS Moto","gba"
"Golden Nugget Casino","gba"
"Game Boy Advance Video - Shrek + Shark Tale","gba"
"Multi-Play Load Sample by Nintendo","gba"
"Open Season","gba"
"Oddworld - Munch's Oddysee","gba"
"Ed, Edd n Eddy - The Mis-Edventures","gba"
"Scooby-Doo and the Cyber Chase","gba"
"Tiger Woods PGA Tour Golf","gba"
"Monster Rancher Advance 2","gba"
"Ice Climber","gba"
"Monster Force","gba"
"Desert Strike Advance","gba"
"Corvette","gba"
"Eragon","gba"
"Nicktoons - Battle for Volcano Island","gba"
"Pokemon - Ruby Version","gba"
"Naruto - Ninja Council","gba"
"Donald Duck Advance","gba"
"Pokemon - Edicion Zafiro","gba"
"Strike Force Hydra","gba"
"Mario Party Advance","gba"
"Dora the Explorer - The Search for the Pirate Pig's Treasure","gba"
"Let's Ride! - Sunshine Stables","gba"
"Superman Returns - Fortress of Solitude","gba"
"007 - NightFire","gba"
"Van Helsing","gba"
"2 Games in 1 - SpongeBob SquarePants - Battle for Bikini Bottom + Nicktoons - Freeze Frame Frenzy","gba"
"E.T. - The Extra-Terrestrial","gba"
"Game Boy Advance Video - Super Robot Monkey Team - Hyper Force Go! - Volume 1","gba"
"Ty the Tasmanian Tiger 2 - Bush Rescue","gba"
"Rocky","gba"
"2 Games in One! - Spy Hunter + Super Sprint","gba"
"Final Fantasy Tactics Advance","gba"
"3 Game Pack! - The Game of Life + Payday + Yahtzee","gba"
"Frogger Advance - The Great Quest","gba"
"WinX Club - Quest for the Codex","gba"
"GT Advance 2 - Rally Racing","gba"
"King of Fighters EX, The - NeoBlood","gba"
"Nancy Drew - Message in a Haunted Mansion","gba"
"Strawberry Shortcake - Sweet Dreams","gba"
"Magical Quest Starring Mickey & Minnie","gba"
"Disney Sports - Soccer","gba"
"Grim Adventures of Billy & Mandy, The","gba"
"Puyo Pop","gba"
"Need for Speed Carbon - Own the City","gba"
"Foster's Home for Imaginary Friends","gba"
"Operation Armored Liberty","gba"
"Pitfall - The Lost Expedition","gba"
"Virtual Kasparov","gba"
"Madagascar","gba"
"Scurge - Hive","gba"
"Danny Phantom - Urban Jungle","gba"
"Onimusha Tactics","gba"
"Monster Trucks","gba"
"Polly Pocket! - Super Splash Island","gba"
"My Little Pony - Crystal Princess - The Runaway Rainbow","gba"
"ESPN Great Outdoor Games - Bass 2002","gba"
"Tony Hawk's Pro Skater 4","gba"
"Boulder Dash EX","gba"
"Dragon Ball GT - Transformation","gba"
"Soccer Kid","gba"
"Mortal Kombat Advance","gba"
"Backyard Sports - Baseball 2007","gba"
"Mega Man Zero 3","gba"
"Top Gun - Firestorm Advance","gba"
"Disney Sports - Football","gba"
"Sega Smash Pack","gba"
"Avatar - The Last Airbender","gba"
"Classic NES Series - The Legend of Zelda","gba"
"Game Boy Advance Video - Strawberry Shortcake - Volume 1","gba"
"World Tennis Stars","gba"
"Functional Sample by Nintendo","gba"
"Lord of the Rings, The - The Fellowship of the Ring","gba"
"Justice League Chronicles","gba"
"Mega Man Zero 4","gba"
"Rocket Power - Beach Bandits","gba"
"Classic NES Series - Metroid","gba"
